[2022-06-04 23:20:12,382] Register - Step 01: Navigate to Register Page
[INFO ] [2022-06-26 15:23:39,551] Login - Step 01: Navigate To Login Page
[INFO ] [2022-06-26 15:23:40,293] Login - Step 02: Enter to emailAddress Textbox with value is 'afc2965@gmail.us
[INFO ] [2022-06-26 15:23:40,547] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:23:40,737] Login - Step 04: Click To Login Button
[INFO ] [2022-06-26 15:23:41,730] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-06-26 15:23:41,803] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:23:42,587] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:23:42,678] Register - Step 09: Click To Logout Link
[INFO ] [2022-06-26 15:23:42,686] OS name = windows 10
[INFO ] [2022-06-26 15:23:42,687] Driver instance name = chromedriver: chrome on windows (88c35e14b870b336267af6d3095e0b97)
[INFO ] [2022-06-26 15:36:24,952] Register - Step 01: Navigate to Register Page
[INFO ] [2022-06-26 15:36:26,141] Register - Step 02: Enter to FirstName Textbox with value is 'Automation
[INFO ] [2022-06-26 15:36:26,444] Register - Step 03: Enter to LastName Textbox with value is 'FC
[INFO ] [2022-06-26 15:36:27,476] Register - Step 04: Enter to EmailAddress Textbox with value is 'afc298@gmail.us
[INFO ] [2022-06-26 15:36:27,902] Register - Step 05: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:36:28,102] Register - Step 06: Enter to Confirm Password Textbox with value is '123456
[INFO ] [2022-06-26 15:36:28,317] Register - Step 07: Click To Register Button
[INFO ] [2022-06-26 15:36:29,375] Register - Step 08: Verify Register successful Message is displayed
[INFO ] [2022-06-26 15:36:29,578] Register - Step 09: Click To Logout Link
[INFO ] [2022-06-26 15:36:30,688] Login - Step 01: Navigate To Login Page
[INFO ] [2022-06-26 15:36:31,472] Login - Step 02: Enter to emailAddress Textbox with value is 'afc298@gmail.us
[INFO ] [2022-06-26 15:36:31,706] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:36:31,904] Login - Step 04: Click To Login Button
[INFO ] [2022-06-26 15:36:32,967] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-06-26 15:36:33,049] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:36:33,920] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:36:34,007] Login - Step 01: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:36:34,703] Login - Step 02: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:36:34,770] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2022-06-26 15:36:44,887] OS name = windows 10
[INFO ] [2022-06-26 15:36:44,887] Driver instance name = chromedriver: chrome on windows (0fd3cad423aec5770956aeef79be951b)
[INFO ] [2022-06-26 15:38:39,887] Register - Step 01: Navigate to Register Page
[INFO ] [2022-06-26 15:38:40,965] Register - Step 02: Enter to FirstName Textbox with value is 'Automation
[INFO ] [2022-06-26 15:38:41,316] Register - Step 03: Enter to LastName Textbox with value is 'FC
[INFO ] [2022-06-26 15:38:42,377] Register - Step 04: Enter to EmailAddress Textbox with value is 'afc3842@gmail.us
[INFO ] [2022-06-26 15:38:42,789] Register - Step 05: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:38:42,994] Register - Step 06: Enter to Confirm Password Textbox with value is '123456
[INFO ] [2022-06-26 15:38:43,208] Register - Step 07: Click To Register Button
[INFO ] [2022-06-26 15:38:44,300] Register - Step 08: Verify Register successful Message is displayed
[INFO ] [2022-06-26 15:38:44,502] Register - Step 09: Click To Logout Link
[INFO ] [2022-06-26 15:38:45,576] Login - Step 01: Navigate To Login Page
[INFO ] [2022-06-26 15:38:46,318] Login - Step 02: Enter to emailAddress Textbox with value is 'afc3842@gmail.us
[INFO ] [2022-06-26 15:38:46,562] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:38:46,759] Login - Step 04: Click To Login Button
[INFO ] [2022-06-26 15:38:47,771] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-06-26 15:38:47,849] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:38:48,625] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:38:48,736] Login - Step 01: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:38:49,449] Login - Step 02: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:38:49,516] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2022-06-26 15:38:59,637] OS name = windows 10
[INFO ] [2022-06-26 15:38:59,638] Driver instance name = chromedriver: chrome on windows (1a15e567737e1d5cdde05db8ae087a31)
[INFO ] [2022-06-26 15:45:04,159] Register - Step 01: Navigate to Register Page
[INFO ] [2022-06-26 15:45:05,378] Register - Step 02: Enter to FirstName Textbox with value is 'Automation
[INFO ] [2022-06-26 15:45:05,665] Register - Step 03: Enter to LastName Textbox with value is 'FC
[INFO ] [2022-06-26 15:45:06,604] Register - Step 04: Enter to EmailAddress Textbox with value is 'afc5223@gmail.us
[INFO ] [2022-06-26 15:45:06,993] Register - Step 05: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:45:07,230] Register - Step 06: Enter to Confirm Password Textbox with value is '123456
[INFO ] [2022-06-26 15:45:07,480] Register - Step 07: Click To Register Button
[INFO ] [2022-06-26 15:45:08,595] Register - Step 08: Verify Register successful Message is displayed
[INFO ] [2022-06-26 15:45:08,856] Register - Step 09: Click To Logout Link
[INFO ] [2022-06-26 15:45:10,082] Login - Step 01: Navigate To Login Page
[INFO ] [2022-06-26 15:45:10,880] Login - Step 02: Enter to emailAddress Textbox with value is 'afc5223@gmail.us
[INFO ] [2022-06-26 15:45:11,130] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:45:11,323] Login - Step 04: Click To Login Button
[INFO ] [2022-06-26 15:45:12,382] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-06-26 15:45:12,457] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:45:13,269] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:45:13,396] Login - Step 01: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:45:14,212] Login - Step 02: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:45:14,294] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2022-06-26 15:45:24,392] OS name = windows 10
[INFO ] [2022-06-26 15:45:24,392] Driver instance name = chromedriver: chrome on windows (6240baa3d0b966594a11a70a41ce0ddc)
[INFO ] [2022-06-26 15:55:22,344] Register - Step 01: Navigate to Register Page
[INFO ] [2022-06-26 15:55:23,458] Register - Step 02: Enter to FirstName Textbox with value is 'Automation
[INFO ] [2022-06-26 15:55:23,820] Register - Step 03: Enter to LastName Textbox with value is 'FC
[INFO ] [2022-06-26 15:55:24,871] Register - Step 04: Enter to EmailAddress Textbox with value is 'afc3246@gmail.us
[INFO ] [2022-06-26 15:55:25,295] Register - Step 05: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:55:25,497] Register - Step 06: Enter to Confirm Password Textbox with value is '123456
[INFO ] [2022-06-26 15:55:25,706] Register - Step 07: Click To Register Button
[INFO ] [2022-06-26 15:55:26,715] Register - Step 08: Verify Register successful Message is displayed
[INFO ] [2022-06-26 15:55:26,943] Register - Step 09: Click To Logout Link
[INFO ] [2022-06-26 15:55:27,944] Login - Step 01: Navigate To Login Page
[INFO ] [2022-06-26 15:55:28,696] Login - Step 02: Enter to emailAddress Textbox with value is 'afc3246@gmail.us
[INFO ] [2022-06-26 15:55:28,950] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-06-26 15:55:29,158] Login - Step 04: Click To Login Button
[INFO ] [2022-06-26 15:55:30,238] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-06-26 15:55:30,314] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:55:31,243] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:55:31,371] Login - Step 01: Navigate To 'My Account' Page
[INFO ] [2022-06-26 15:55:32,097] Login - Step 02: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-06-26 15:55:32,164] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2022-06-26 15:55:32,227] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2022-06-26 15:55:32,283] Login - Step 05: Verify 'Email Name' value is correctly
[INFO ] [2022-06-26 15:55:32,346] OS name = windows 10
[INFO ] [2022-06-26 15:55:32,347] Driver instance name = chromedriver: chrome on windows (a37f7a593c9a26a29b7ff0193bcb5872)
[INFO ] [2022-07-04 23:12:22,566] Register - Step 01: Navigate to Register Page
[INFO ] [2022-07-04 23:12:24,094] Register - Step 02: Enter to FirstName Textbox with value is 'Automation
[INFO ] [2022-07-04 23:12:24,608] Register - Step 03: Enter to LastName Textbox with value is 'FC
[INFO ] [2022-07-04 23:12:24,872] Register - Step 04: Enter to EmailAddress Textbox with value is 'afc4436@gmail.us
[INFO ] [2022-07-04 23:12:25,204] Register - Step 05: Enter to Password Textbox with value is '123456
[INFO ] [2022-07-04 23:12:25,463] Register - Step 06: Enter to Confirm Password Textbox with value is '123456
[INFO ] [2022-07-04 23:12:25,796] Register - Step 07: Click To Register Button
[INFO ] [2022-07-04 23:12:27,032] Register - Step 08: Verify Register successful Message is displayed
[INFO ] [2022-07-04 23:12:27,183]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-04 23:12:27,185] Register - Step 09: Click To Logout Link
[INFO ] [2022-07-04 23:12:28,715] Login - Step 01: Navigate To Login Page
[INFO ] [2022-07-04 23:12:29,587] Login - Step 02: Enter to emailAddress Textbox with value is 'afc4436@gmail.us
[INFO ] [2022-07-04 23:12:29,887] Login - Step 03: Enter to Password Textbox with value is '123456
[INFO ] [2022-07-04 23:12:30,132] Login - Step 04: Click To Login Button
[INFO ] [2022-07-04 23:12:31,280] Login - Step 05: Verify 'My Account' Link is Displayed
[INFO ] [2022-07-04 23:12:31,403]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-04 23:12:31,404] Login - Step 06: Navigate To 'My Account' Page
[INFO ] [2022-07-04 23:12:32,408] Login - Step 07: Verify 'Customer Infor Page' is displayed
[INFO ] [2022-07-04 23:12:32,492]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-07 22:54:21,381] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-07 22:54:30,657] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-07 22:54:31,282] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-07 22:54:31,605] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-07 22:54:38,481] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-07 22:54:42,229] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-07 22:54:42,244] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-07 22:54:48,573] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-07 22:54:53,050] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-07 22:54:58,551] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-07 22:55:00,532] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-07 22:55:01,804] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-07 22:55:06,622]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 22:55:06,870] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-07 22:55:10,516] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-07 22:55:10,964] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-07 22:55:17,048] Search_Post - Step 04: Verify Search table contains'Live Coding Title6428'
[INFO ] [2022-07-07 22:55:17,208]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 22:55:17,208] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-07 22:55:17,210]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-07 22:55:17,210] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-07 22:55:21,066] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-07 22:55:21,165]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:00:31,897] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-07 23:00:41,987] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-07 23:00:42,482] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-07 23:00:42,768] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-07 23:00:49,649] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-07 23:00:55,356] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-07 23:00:55,439] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-07 23:01:02,210] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-07 23:01:06,373] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-07 23:01:12,522] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-07 23:01:14,044] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-07 23:01:14,990] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-07 23:01:19,755]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:01:20,041] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-07 23:01:23,249] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-07 23:01:24,261] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-07 23:01:30,176] Search_Post - Step 04: Verify Search table contains'Live Coding Title8936'
[INFO ] [2022-07-07 23:01:30,345]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:01:30,345] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-07 23:01:30,480]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:01:30,481] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-07 23:01:33,839] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-07 23:01:33,940]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:53:43,069] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-07 23:53:55,590] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-07 23:53:56,166] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-07 23:53:56,468] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-07 23:54:03,878] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-07 23:54:08,092] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-07 23:54:08,104] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-07 23:54:14,982] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-07 23:54:19,450] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-07 23:54:24,115] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-07 23:54:25,549] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-07 23:54:26,496] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-07 23:54:36,695]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:54:36,936] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-07 23:54:39,895] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-07 23:54:40,379] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-07 23:54:45,627] Search_Post - Step 04: Verify Search table contains'Live Coding Title4503'
[INFO ] [2022-07-07 23:54:45,814]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:54:45,814] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-07 23:54:45,919]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-07 23:54:45,919] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-07 23:54:48,887] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-07 23:54:48,983]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:02:02,630] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-08 00:02:12,760] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-08 00:02:13,071] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-08 00:02:13,368] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-08 00:02:20,530] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-08 00:02:24,678] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-08 00:02:24,706] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-08 00:02:31,260] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-08 00:02:32,644] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-08 00:02:36,711] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-08 00:02:38,064] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-08 00:02:39,148] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-08 00:02:49,715] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-08 00:02:53,876] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-08 00:02:54,214] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-08 00:02:59,304] Search_Post - Step 04: Verify Search table contains'Live Coding Title4633'
[INFO ] [2022-07-08 00:02:59,489]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:02:59,489] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-08 00:02:59,596]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:02:59,597] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-08 00:03:02,745] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-08 00:03:02,838]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:03:02,918]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:03:02,998]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:06:58,819] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-08 00:07:08,702] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-08 00:07:09,232] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-08 00:07:09,526] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-08 00:07:16,676] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-08 00:07:20,380] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-08 00:07:20,418] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-08 00:07:26,569] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-08 00:07:30,816] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-08 00:07:37,794] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-08 00:07:38,976] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-08 00:07:40,199] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-08 00:07:44,259]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:07:44,514] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-08 00:07:47,527] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-08 00:07:47,984] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-08 00:07:53,262] Search_Post - Step 04: Verify Search table contains'Live Coding Title1578'
[INFO ] [2022-07-08 00:07:53,419]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:07:53,419] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-08 00:07:53,528]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:07:53,528] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-08 00:07:56,775] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-08 00:07:56,854]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:07:56,939]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:07:57,021]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:02,693] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-08 00:12:12,590] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-08 00:12:12,919] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-08 00:12:13,197] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-08 00:12:19,945] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-08 00:12:23,618] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-08 00:12:23,660] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-08 00:12:28,974] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-08 00:12:33,182] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-08 00:12:38,001] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-08 00:12:39,776] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-08 00:12:40,716] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-08 00:12:46,733]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:46,979] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-08 00:12:50,303] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-08 00:12:50,627] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-08 00:12:56,115] Search_Post - Step 04: Verify Search table contains'Live Coding Title2633'
[INFO ] [2022-07-08 00:12:56,226]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:56,227] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-08 00:12:56,336]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:56,336] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-08 00:12:59,303] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-08 00:12:59,378]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:59,455]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:12:59,540]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:15:03,696] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-08 00:15:12,982] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-08 00:15:13,306] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-08 00:15:13,696] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-08 00:15:21,994] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-08 00:15:25,704] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-08 00:15:25,772] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-08 00:15:32,596] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-08 00:15:36,442] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-08 00:15:41,507] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-08 00:15:43,101] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-08 00:15:43,832] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-08 00:15:49,525]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:15:49,711] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-08 00:15:53,060] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-08 00:15:53,480] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-08 00:15:58,570] Search_Post - Step 04: Verify Search table contains'Live Coding Title9229'
[INFO ] [2022-07-08 00:15:58,688]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:15:58,688] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-08 00:15:58,796]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:15:58,796] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-08 00:16:01,860] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-08 00:16:01,954]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:16:02,040]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 00:16:02,119]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 19:52:04,901] Pre-condition - Step 01: Open browser and Admin Url
[INFO ] [2022-07-08 19:52:18,803] Pre-condition - Step 02: Enter in Username Textbox with value:automationfc
[INFO ] [2022-07-08 19:52:19,230] Pre-condition - Step 03: Enter in Password Textbox with value:automationfc
[INFO ] [2022-07-08 19:52:19,584] Pre-condition - Step 04: Click on Login Button
[INFO ] [2022-07-08 19:52:41,243] Create_Post - Step 01: Click on 'Posts' menu Link
[INFO ] [2022-07-08 19:52:49,230] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-07-08 19:52:50,157] Create_Post - Step 03: Click on 'Add New' Button
[INFO ] [2022-07-08 19:53:06,928] Create_Post - Step 04: Enter in post title
[INFO ] [2022-07-08 19:53:15,929] Create_Post - Step 05: Enter in post body
[INFO ] [2022-07-08 19:53:17,797] Create_Post - Step 06: Click on 'Publish' Button
[INFO ] [2022-07-08 19:53:18,435] Create_Post - Step 07: Click on 'Re-Publish' Button
[INFO ] [2022-07-08 19:53:21,793] Create_Post - Step 08: Verify 'Post Published.' message is displayed
[INFO ] [2022-07-08 19:53:32,647] Search_Post - Step 01: Open 'Search Post' Page
[INFO ] [2022-07-08 19:53:36,834] Search_Post - Step 02: Enter in Search Textbox
[INFO ] [2022-07-08 19:53:37,535] Search_Post - Step 03: Click on 'Search Posts' Button
[INFO ] [2022-07-08 19:53:44,250] Search_Post - Step 04: Verify Search table contains'Live Coding Title403'
[INFO ] [2022-07-08 19:53:44,408]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 19:53:44,409] Search_Post - Step 05: Verify Search table contains 'Automation Admin'
[INFO ] [2022-07-08 19:53:44,516]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-08 19:53:44,516] Search_Post - Step 06: Open End User Site
[INFO ] [2022-07-08 19:53:47,867] Search_Post - Step 07: Verify Post Infor Displayed at HomePage
[INFO ] [2022-07-08 19:53:47,966]  -------------------------- PASSED -------------------------- 
